,explicit_doi,bibref,retrieved_local_doi,retrieved_remote_doi,manual_doi,local_score
362,10.1016/b978-0-12-381274-2.00003-0,"Böttcher, J, Jestel, A, Kiefersauer, R, et al. Key factors for successful generation of protein-fragment structures: requirement on protein, crystals, and technology. Methods Enzymol 2011; 493: 61–89. PMID: 21371587",10.1016/b978-0-12-381274-2.00003-0,10.1016/b978-0-12-381274-2.00003-0,10.1016/b978-0-12-381274-2.00003-0,42.53208
363,10.1038/381335a0,"Muchmore, SW, Sattler, M, Liang, H, et al. X-ray and NMR structure of human Bcl-xL, an inhibitor of programmed cell death. Nature 1996; 381: 335–41. PMID: 8692274",10.1038/381335a0,10.1038/381335a0,10.1038/381335a0,39.03249
366,10.1002/jcc.20035,"Wang, J, Wolf, RM, Caldwell, JW, Kollman, PA, et al. Development and testing of a general amber force field. J Comput Chem 2004; 25: 1157–74. PMID: 15116359",10.1002/jcc.20035,10.1002/jcc.20035,10.1002/jcc.20035,39.795372
367,10.1093/nar/28.1.235,"Berman, HM, Westbrook, J, Feng, Z, et al. The protein data bank. Nucleic Acids Res 2000; 28: 235–42. PMID: 10592235",10.1093/nar/28.1.235,10.2210/rcsb_pdb/pdb-cit-anal-2017,10.1093/nar/28.1.235,21.765966
368,10.1110/ps.9.12.2528,"Petros, AM, Nettesheim, DG, Wang, Y, et al. Rationale for Bcl-xL/Bad peptide complex formation from structure, mutagenesis, and biophysical studies. Protein Sci 2000; 9: 2528–34. PMID: 11206074",10.1017/s096183680000331x,10.1110/ps.9.12.2528,10.1017/s096183680000331x,43.186172
369,,"Labute, P. Protonate 3D: assignment of macromolecular protonation state and geometry. Chem Comput Gr. 2007: 1–17.",10.1186/1752-153x-2-s1-s13,10.1186/1752-153x-2-s1-s13,10.1002/prot.22234,18.578506
371,10.1016/j.jmgm.2005.12.005,"Wang, J, Wang, W, Kollman, PA, Case, DA. Automatic atom type and bond type perception in molecular mechanical calculations. J Mol Graph Model 2006; 25: 247–60. PMID: 16458552",10.1016/j.jmgm.2005.12.005,10.1016/j.jmgm.2005.12.005,10.1016/j.jmgm.2005.12.005,41.71528
372,,"Jakalian, A, Bush, BL, Jack, DB, Bayly, CI. Fast, efficient generation of high‐quality atomic charges. AM1‐BCC model: I. Method. J Comput Chem 2000; 21: 132–46.",10.1002/(sici)1096-987x(20000130)21:2<132::aid-jcc5>3.0.co;2-p,10.1002/(sici)1096-987x(20000130)21:2<132::aid-jcc5>3.0.co;2-p,10.1002/(sici)1096-987x(20000130)21:2<132::aid-jcc5>3.0.co;2-p,50.560608
373,10.1002/jcc.10128,"Jakalian, A, Jack, DB, Bayly, CI. Fast, efficient generation of high-quality atomic charges. AM1-BCC model: II. Parameterization and validation. J Comput Chem 2002; 23: 1623–41. PMID: 12395429",10.1002/jcc.10128,10.1002/jcc.10128,10.1002/jcc.10128,60.528659999999995
374,,"Berendsen, HJC, Postma, JPM, van Gunsteren, WF, et al. Molecular dynamics with coupling to an external bath. J Chem Phys 1984; 81: 3684–90.",10.1063/1.448118,10.1063/1.448118,10.1063/1.448118,38.894657
375,10.1093/bioinformatics/btr168,"Bakan, A, Meireles, LM, Bahar, I. ProDy: protein dynamics inferred from theory and experiments. Bioinformatics 2011; 27: 1575–7. PMID: 21471012",10.1093/bioinformatics/btr168,10.1093/bioinformatics/btr168,10.1093/bioinformatics/btr168,51.96072
378,,"Humphrey, W, Dalke, A, Schulten, K. VMD: visual molecular dynamics. J Mol Graph 1996; 14: 3333–8.",10.1016/0263-7855(96)00018-5,10.1016/0263-7855(96)00018-5,10.1016/0263-7855(96)00018-5,32.088814
380,10.1007/s10858-005-4425-x,"Schanda, P, Kupce, E, Brutscher, B. SOFAST-HMQC experiments for recording two-dimensional heteronuclear correlation spectra of proteins within a few seconds. J Biomol NMR 2005; 33: 199–211. PMID: 16341750",10.1007/s10858-005-4425-x,10.1007/s10858-005-4425-x,10.1007/s10858-005-4425-x,65.2182
381,10.1021/acs.jproteome.6b00121,"Stark, JL, Eghbalnia, HR, Lee, W, et al. NMRmix: a tool for the optimization of compound mixtures in 1D (1)H NMR ligand affinity screens. J Proteome Res 2016; 15: 1360–8. PMID: 26965640",10.1021/acs.jproteome.6b00121,10.1021/acs.jproteome.6b00121.s001,10.1021/acs.jproteome.6b00121,56.680916
382,10.1093/nar/gkm957,"Ulrich, EL, Akutsu, H, Doreleijers, JF, et al. BioMagResBank. Nucleic Acids Res 2008; 36: D402–8. PMID: 17984079",10.1093/nar/gkm957,10.1093/nar/gkm957,10.1093/nar/gkm957,28.274890000000003
383,10.1016/j.pnmrs.2013.02.001,"Williamson, MP. Using chemical shift perturbation to characterise ligand binding. Prog Nucl Magn Reson Spectrosc 2013; 73: 1–16. PMID: 23962882",10.1016/j.pnmrs.2014.05.001,10.1016/j.pnmrs.2014.05.001,10.1016/j.pnmrs.2014.05.001,42.448135
384,,"Mayer, M, Meyer, B. Characterization of ligand binding by saturation transfer difference NMR spectroscopy. Angew Chem Int Ed 1999; 38: 1784–8.",10.1002/(sici)1521-3773(19990614)38:12<1784::aid-anie1784>3.0.co;2-q,10.1002/(sici)1521-3773(19990614)38:12<1784::aid-anie1784>3.0.co;2-q,10.1002/(sici)1521-3773(19990614)38:12<1784::aid-anie1784>3.0.co;2-q,43.137806
385,10.1023/a:1013302231549,"Dalvit, C, Fogliatto, G, Stewart, A, et al. WaterLOGSY as a method for primary NMR screening: practical aspects and range of applicability. J Biomol NMR 2001; 21: 349–59. PMID: 11824754",10.1023/a:1013302231549,EXCEPTION: 'title',10.1023/a:1013302231549,25.659983
386,,"Hwang, TL, Shaka, AJ. Water suppression that works. excitation sculpting using arbitrary wave-forms and pulsed-field gradients. J Magn Reson Ser A 1995; 112: 275–9.",10.1006/jmra.1995.1047,10.1006/jmra.1995.1047,10.1006/jmra.1995.1047,52.68626
387,10.1093/bioinformatics/btu830,"Lee, W, Tonelli, M, Markley, JL. NMRFAM-SPARKY: enhanced software for biomolecular NMR spectroscopy. Bioinformatics 2015; 31: 1325–7. PMID: 25505092",10.1093/bioinformatics/btu830,10.1093/bioinformatics/btu830,10.1093/bioinformatics/btu830,53.678387
388,,"Bienstock, RJ. Overview: fragment-based drug design In, Bienstock, RJ, ed. Library design, search methods, and applications of fragment-based drug design. Vol. 1076 ACS Symposium Series. Washington (DC): American Chemical Society; 2011: 1–26.",10.1021/bk-2011-1076.ch001,10.1021/bk-2011-1076.ch001,10.1021/bk-2011-1076.ch001,52.366917
389,10.1021/jm100009z,"Barelier, S, Pons, J, Marcillat, O, et al. Fragment-based deconstruction of Bcl-xL inhibitors. J Med Chem 2010; 53: 2577–88. PMID: 20192224",10.1021/jm100009z,10.1021/jm100009z,10.1021/jm100009z,43.566208
391,10.1021/acs.jmedchem.8b01855,"Giordanetto, F, Jin, C, Willmore, L, et al. Fragment hits: what do they look like and how do they bind? J Med Chem 2019; 62: 3381–94. PMID: 30875465",10.1021/acs.jmedchem.8b01855,10.1021/acs.jmedchem.8b01855,10.1021/acs.jmedchem.8b01855,58.89059
392,10.1021/ci200608b,"Ferenczy, GG, Keserű, GM. Thermodynamics of fragment binding. J Chem Inf Model 2012; 52: 1039–45. PMID: 22458364",10.1021/ci200608b,10.1021/ci200608b,10.1021/ci200608b,38.781662
393,10.1023/a:1008354229396,"Dalvit, C, Pevarello, P, Tatò, M, et al. Identification of compounds with binding affinity to proteins via magnetization transfer from bulk water. J Biomol NMR 2000; 18: 65–8. PMID: 11061229",10.1023/a:1008354229396,EXCEPTION: 'title',10.1023/a:1008354229396,26.7561
394,10.1016/j.pnmrs.2016.09.001,"Gossert, AD, Jahnke, W. NMR in drug discovery: a practical guide to identification and validation of ligands interacting with biological macromolecules. Prog Nucl Magn Reson Spectrosc 2016; 97: 82–125. PMID: 27888841",10.1016/j.pnmrs.2016.09.001,10.1016/j.pnmrs.2016.09.001,10.1016/j.pnmrs.2016.09.001,50.153605999999996
395,10.1021/jm0507532,"Petros, AM, Dinges, J, Augeri, DJ, et al. Discovery of a potent inhibitor of the antiapoptotic protein Bcl-xL from NMR and parallel synthesis. J Med Chem 2006; 49: 656–63. PMID: 16420051",10.1021/jm0507532.s001,10.1021/jm0507532.s001,10.1021/jm0507532,42.0803
396,10.1074/jbc.m306021200,"Manion, MK, O'Neill, JW, Giedt, CD, et al. Bcl-XL mutations suppress cellular sensitivity to antimycin A. J Biol Chem 2004; 279: 2159–65. PMID: 14534311",10.1074/jbc.m306021200,10.1074/jbc.m306021200,10.1074/jbc.m306021200,38.623135
397,10.1016/j.chembiol.2018.10.001,"Erlanson, DA, Davis, BJ, Jahnke, W. Fragment-based drug discovery: advancing fragments in the absence of crystal structures. Cell Chem Biol 2019; 26: 9–15. PMID: 30482678",10.1016/j.chembiol.2018.10.001,10.1016/j.chembiol.2018.10.001,10.1016/j.chembiol.2018.10.001,45.692753
398,10.1177/1087057112465979,"Wielens, J, Headey, SJ, Rhodes, DI, et al. Parallel screening of low molecular weight fragment libraries: do differences in methodology affect hit identification? J Biomol Screen 2013; 18: 147–59. PMID: 23139382",10.1177/1087057112465979,10.1177/1087057112465979,10.1177/1087057112465979,39.80747
399,10.1152/physrev.00038.2009,"Chudakov, DM, Matz, MV, Lukyanov, S, Lukyanov, KA. Fluorescent proteins and their applications in imaging living cells and tissues. Physiol Rev 2010; 90: 1103–63. PMID: 20664080",10.1152/physrev.00038.2009,10.1152/physrev.00038.2009,10.1152/physrev.00038.2009,50.5808
400,10.1038/srep17740,"Liss, V, Barlag, B, Nietschke, M, Hensel, M. Self-labelling enzymes as universal tags for fluorescence microscopy, super-resolution microscopy and electron microscopy. Sci Rep 2015; 5: 17740–52. PMID: 26643905",10.1038/srep17740,10.1038/srep17740,10.1038/srep17740,69.48465
401,,"Hatlem, D, Trunk, T, Linke, D, Leo, JC. Catching a SPY: using the SpyCatcher-SpyTag and related systems for labeling and localizing bacterial proteins. Int J Mol Sci 2019; 20: 2129–39.",10.3390/ijms20092129,10.3390/ijms20092129,10.3390/ijms20092129,66.77813
402,10.1021/cb800025k,"Los, GV, Encell, LP, McDougall, MG, et al. HaloTag: a novel protein labeling technology for cell imaging and protein analysis. ACS Chem Biol 2008; 3: 373–82. PMID: 18533659",10.1021/cb800025k,10.1021/cb800025k,10.1021/cb800025k,32.97358
403,10.1021/acs.bioconjchem.5b00191,"England, CG, Luo, H, Cai, W. HaloTag technology: a versatile platform for biomedical applications. Bioconjug Chem 2015; 26: 975–86. PMID: 25974629",10.1021/acs.bioconjchem.5b00191,10.1021/acs.bioconjchem.5b00191,10.1021/acs.bioconjchem.5b00191,39.52541
404,10.1016/s1383-5742(00)00017-x,"Pegg, AE. Repair of O(6)-alkylguanine by alkyltransferases. Mutat Res 2000; 462: 83–100. PMID: 10767620",10.1016/s1383-5742(00)00017-x,10.1016/s1383-5742(00)00017-x,10.1016/s1383-5742(00)00017-x,35.774254
405,10.1093/emboj/19.7.1719,"Daniels, DS, Mol, CD, Arvai, AS, et al. Active and alkylated human AGT structures: a novel zinc site, inhibitor and extrahelical base binding. Embo J 2000; 19: 1719–30. PMID: 10747039",10.1093/emboj/19.7.1719,10.1093/emboj/19.7.1719,10.1093/emboj/19.7.1719,52.718219999999995
406,10.1038/nsmb791,"Daniels, DS, Woo, TT, Luu, KX, et al. DNA binding and nucleotide flipping by the human DNA repair protein AGT. Nat Struct Mol Biol 2004; 11: 714–20. PMID: 15221026",10.1038/nsmb791,10.1038/nsmb791,10.1038/nsmb791,48.838947
407,10.1038/nbt765,"Keppler, A, Gendreizig, S, Gronemeyer, T, et al. A general method for the covalent labeling of fusion proteins with small molecules in vivo. Nat Biotechnol 2003; 21: 86–9. PMID: 12469133",10.1038/nbt765,10.1038/nbt765,10.1038/nbt765,52.03138
408,,"Keppler, A, Pick, H, Arrivoli, C, et al. Labeling of fusion proteins with synthetic fluorophores in live cells. Proc Natl Acad Sci USA 2004; 10: 9955–9.",10.1073/pnas.0401923101,10.1073/pnas.0401923101,10.1073/pnas.0401923101,45.57719
409,10.1016/s1074-5521(03)00068-1,"Juillerat, A, Gronemeyer, T, Keppler, A, et al. Directed evolution of O6-alkylguanine-DNA alkyltransferase for efficient labeling of fusion proteins with small molecules in vivo. Chem Biol 2003; 10: 313–7. PMID: 12725859",10.1016/s1074-5521(03)00068-1,10.1016/s1074-5521(03)00068-1,10.1016/s1074-5521(03)00068-1,53.935340000000004
410,10.1093/protein/gzl014,"Gronemeyer, T, Chidley, C, Juillerat, A, et al. Directed evolution of O6-alkylguanine-DNA alkyltransferase for applications in protein labeling. Protein Eng Des Sel 2006; 19: 309–16. PMID: 16638797",10.1093/protein/gzl014,10.1093/protein/gzl014,10.1093/protein/gzl014,58.676494999999996
411,10.1021/bi2016537,"Mollwitz, B, Brunk, E, Schmitt, S, et al. Directed evolution of the suicide protein O6-alkylguanine-DNA alkyltransferase for Increased reactivity results in an alkylated protein with exceptional stability. Biochemistry 2012; 51: 986–94. PMID: 22280500",10.1021/bi2016537,10.1021/bi2016537,10.1021/bi2016537,65.596634
412,10.1016/j.chembiol.2008.01.007,"Gautier, A, Juillerat, A, Heinis, C, et al. An engineered protein tag for multiprotein labeling in living cells. Chem Biol 2008; 15: 128–36. PMID: 18291317",10.1016/j.chembiol.2008.01.007,10.1016/j.chembiol.2008.01.007,10.1016/j.chembiol.2008.01.007,42.334827000000004
413,10.1038/s41592-018-0017-z,"Vogel, P, Moschref Merkle, MM, Li, Q, et al. Efficient and precise editing of endogenous transcripts with SNAP-tagged ADARs. Nat Methods 2018; 15: 535–8. PMID: 29967493",10.1038/s41592-018-0017-z,10.1038/s41592-018-0017-z,10.1038/s41592-018-0017-z,53.80734
414,10.1021/ja100117u,"Srikun, D, Albers, AE, Nam, CI, et al. Organelle-targetable fluorescent probes for imaging hydrogen peroxide in living cells via SNAP-Tag protein labeling. J Am Chem Soc 2010; 132: 4455–65. PMID: 20201528",10.1021/ja100117u,10.1021/ja100117u,10.1021/ja100117u,64.66211
415,10.1021/ac501041w,"Abo, M, Minakami, R, Miyano, K, et al. Visualization of phagosomal hydrogen peroxide production by a novel fluorescent probe that is localized via SNAP-tag labeling. Anal Chem 2014; 86: 5983–90. PMID: 24862209",10.1021/ac501041w,10.1021/ac501041w,10.1021/ac501041w,63.623619999999995
416,10.1038/nchembio.1554,"Griss, R, Schena, A, Reymond, L, et al. Bioluminescent sensor proteins for point-of-care therapeutic drug monitoring. Nat Chem Biol 2014; 10: 598–603. PMID: 24907901",10.1038/nchembio.1554,10.1038/nchembio.1554,10.1038/nchembio.1554,47.26866
417,10.1021/ja806634e,"Tomat, E, Nolan, EM, Jaworski, J, Lippard, SJ. Organelle-specific zinc detection using zinpyr-labeled fusion proteins in live cells. J Am Chem Soc 2008; 130: 15776–7. PMID: 18973293",10.1021/ja806634e,10.1021/ja806634e,10.1021/ja806634e,65.93341
418,10.1021/ac100741t,"Kamiya, M, Johnsson, K. Localizable and highly sensitive calcium indicator based on a BODIPY fluorophore. Anal Chem 2010; 82: 6472–9. PMID: 20590099",10.1021/ac100741t,10.1021/ac100741t,10.1021/ac100741t,55.481102
419,10.1002/anie.201005931,"Saccà, B, Meyer, R, Erkelenz, M, et al. Orthogonal protein decoration of DNA origami. Angew Chem Int Ed Engl 2010; 49: 9378–83. PMID: 21031395",10.1002/anie.201005931,10.1002/anie.201005931,10.1002/anie.201005931,43.43385
420,10.1074/jbc.m111.308320,"Perugino, G, Vettone, A, Illiano, G, et al. Activity and regulation of archaeal DNA alkyltransferase: conserved protein involved in repair of DNA alkylation damage. J Biol Chem 2012; 287: 4222–31. PMID: 22167184",10.1074/jbc.a111.308320,10.1074/jbc.m111.308320,10.1074/jbc.a111.308320,54.980309999999996
421,10.1093/nar/gkv774,"Perugino, G, Miggiano, R, Serpe, M, et al. Structure-function relationships governing activity and stability of a DNA alkylation damage repair thermostable protein. Nucleic Acids Res 2015; 43: 8801–16. PMID: 26227971",10.1093/nar/gkv774,10.1093/nar/gkv774,10.1093/nar/gkv774,53.696583
422,10.1007/s00792-015-0791-9,"Vettone, A, Serpe, M, Hidalgo, A, et al. A novel thermostable protein-tag: optimization of the Sulfolobus solfataricus DNA-alkyl-transferase by protein engineering. Extremophiles 2016; 20: 1–13. PMID: 26499124",10.1007/s00792-015-0791-9,10.1007/s00792-015-0803-9,10.1007/s00792-015-0791-9,57.227116
423,10.1371/journal.pone.0185791,"Visone, V, Han, W, Perugino, G, et al. In vivo and in vitro protein imaging in thermophilic archaea by exploiting a novel protein tag. PloS One 2017; 12: e0185791. PMID: 28973046",10.1371/journal.pone.0185791,10.1371/journal.pone.0185791,10.1371/journal.pone.0185791,56.154655000000005
424,10.1155/2019/9848253,"Lo Gullo, G, Mattossovich, R, Perugino, G, et al. Optimization of an in vitro transcription/translation system based on Sulfolobus solfataricus cell lysate. Archaea 2019; 2019: 9848253. PMID: 30886540",10.1155/2019/9848253,10.1155/2019/9848253,10.1155/2019/9848253,64.11446
425,10.1080/14756366.2018.1559161,"Merlo, R, Del Prete, S, Valenti, A, et al. An AGT-based protein-tag system for the labelling and surface immobilization of enzymes on E. coli outer membrane. J Enzyme Inhib Med Chem 2019; 34: 490–9. PMID: 30724623",10.1080/14756366.2018.1559161,10.1080/14756366.2018.1559161,10.1080/14756366.2018.1559161,50.166576
426,10.1080/14756366.2019.1605991,"Del Prete, S, Merlo, R, Valenti, A, et al. Thermostability enhancement of the α-carbonic anhydrase from Sulfurihydrogenibium yellowstonense by using the anchoring-and-self-labelling-protein-tag system (ASL tag). J Enzyme Inhib Med Chem 2019; 34: 946–54. PMID: 31039618",10.1080/14756366.2019.1605991,10.1080/14756366.2019.1605991,10.1080/14756366.2019.1605991,61.763542
427,10.1021/jm00101a028,"Moschel, RC, McDougall, MG, Dolan, ME, et al. Structural features of substituted purine derivatives compatible with depletion of human O6-alkylguanine-DNA alkyltransferase. J Med Chem 1992; 35: 4486–91. PMID: 1447749",10.1021/jm00101a028,10.1021/jm00101a028,10.1021/jm00101a028,61.147118000000006
428,10.1021/jm00029a005,"Chae, MY, McDougall, MG, Dolan, ME, et al. Substituted O6-benzylguanine derivatives and their inactivation of human O6-alkylguanine-DNA alkyltransferase. J Med Chem 1994; 37: 342–7. PMID: 8308861",10.1021/jm00029a005,10.1021/jm00029a005,10.1021/jm00029a005,59.705256999999996
429,10.1021/tx9700580,"Terashima, I, Kawate, H, Sakumi, K, et al. Substrate specificity of human O6-methylguanine-DNA methyltransferase for O6-benzylguanine derivatives in oligodeoxynucleotides. Chem Res Toxicol 1997; 10: 1234–9. PMID: 9403175",10.1021/tx9700580,10.1021/tx9700580,10.1021/tx9700580,56.95414
430,10.1021/jm9708644,"McElhinney, RS, Donnelly, DJ, McCormick, JE, et al. Inactivation of O6-alkylguanine-DNA alkyltransferase. 1. Novel O6-(hetarylmethyl)guanines having basic rings in the side chain. J Med Chem 1998; 41: 5265–71. PMID: 9857094",10.1021/jm9708644,10.1021/jm9708644,10.1021/jm9708644,41.380844
431,,"Sun, G, Fan, T, Zhang, N, et al. Identification of the structural features of guanine derivatives as MGMT inhibitors using 3D-QSAR modeling combined with molecular docking. Molecules 2016; 21: 823–44.",10.3390/molecules21070823,10.3390/molecules21070823,10.3390/molecules21070823,52.750057
432,10.1021/ol201430x,"Zhang, CJ, Li, L, Chen, GYJ, et al. One-and two-photon live cell imaging using a mutant SNAP-Tag protein and its FRET substrate pairs. Org Lett 2011; 13: 4160–3. PMID: 21786765",10.1021/ol201430x,10.1021/ol201430x,10.1021/ol201430x,50.757652
433,10.1016/j.ejmech.2016.10.067,"Huang, M, Deng, Z, Tian, J, Liu, T. Synthesis and biological evaluation of salinomycin triazole analogues as anticancer agents. Eur J Med Chem 2017; 127: 900–8. PMID: 27876192",10.1016/j.ejmech.2016.10.067,10.1016/j.ejmech.2016.10.067,10.1016/j.ejmech.2016.10.067,43.16377
434,,"Leng, S, Qiao, Q, Miao, L, et al. A wash-free SNAP-tag fluorogenic probe based on the additive effects of quencher release and environmental sensitivity. Chem Commun 2017; 53: 6448–51.",10.1039/c7cc01483j,10.1039/c7cc01483j,10.1039/c7cc01483j,59.039680000000004
435,10.1021/ja034145s,"Kindermann, M, George, N, Johnsson, N, Johnsson, K. Covalent and selective immobilization of fusion proteins. J Am Chem Soc 2003; 125: 7810–1. PMID: 12822993",10.1021/ja034145s,10.1021/ja034145s,10.1021/ja034145s,53.297688
436,10.1007/s00792-019-01134-3,"Mattossovich, R, Merlo, R, Fontana, A, et al. A journey down to hell: new thermostable protein-tags for biotechnology at high temperatures. Extremophiles 2020; 24: 81–91. PMID: 31555904",10.1007/s00792-019-01134-3,10.1007/s00792-019-01134-3,10.1007/s00792-019-01134-3,52.537780000000005
437,10.1016/j.bbrc.2018.04.139,"Rossi, F, Morrone, C, Massarotti, A, et al. Crystal structure of a thermophilic O6-alkylguanine-DNA alkyltransferase-derived self-labeling protein-tag in covalent complex with a fluorescent probe. Biochem Biophys Res Commun 2018; 500: 698–703. PMID: 29684348",10.1016/j.bbrc.2018.04.139,10.2210/pdb6ga0/pdb,10.1016/j.bbrc.2018.04.139,62.87514
438,10.1002/jcc.20292,"Banks, JL, Beard, HS, Cao, Y, et al. Integrated Modeling Program, Applied Chemical Theory (IMPACT). J Comput Chem 2005; 26: 1752–80. PMID: 16211539",10.1002/jcc.20292,10.1002/jcc.20292,10.1002/jcc.20292,25.553086999999998
439,,"Toukmaji, AY, Board, JA, Jr,. Ewald summation techniques in perspective: a survey. Comput Phys Commun 1996; 95: 73–92.",10.1016/0010-4655(96)00016-1,10.1016/0010-4655(96)00016-1,10.1016/0010-4655(96)00016-1,35.744164000000005
440,10.1063/1.2018637,"Zielkiewicz, J. Structural properties of water: comparison of the SPC, SPCE, TIP4P, and TIP5P models of water. J Chem Phys 2005; 123: 104501. PMID: 16178604",10.1063/1.2178809,10.1063/1.2018637,10.1063/1.2018637,58.725376000000004
441,,"Martyna, GJ, Klein, ML, Tuckerman, M. Reversible multiple time scale molecular dynamics. J Chem Phys 1992; 97: 2635–43.",10.1063/1.463137,10.1063/1.463137,10.1063/1.463137,31.701569
442,,"Evans, DJ, Holian, BL. The Nose–Hoover thermostat. J Chem Phys 1985; 3: 4069.",10.1063/1.449071,10.1063/1.449071,10.1063/1.449071,31.715624
443,10.1042/bj20150833,"Miggiano, R, Perugino, G, Ciaramella, M, et al. Crystal structure of Mycobacterium tuberculosis O6-methylguanine-DNA methyltransferase protein clusters assembled on to damaged DNA. Biochem J 2016; 473: 123–33. PMID: 26512127",10.1042/bj20150833,10.1042/bj20150833,10.1042/bj20150833,56.391514
444,10.1016/j.bbagen.2016.10.020,"Morrone, C, Miggiano, R, Serpe, M, et al. Interdomain interactions rearrangements control the reaction steps of a thermostable DNA alkyltransferase. Biochim Biophys Acta Gen Subj 2017; 1861: 86–96. PMID: 27777086",10.1016/j.bbagen.2016.10.020,10.1016/j.bbagen.2016.10.020,10.1016/j.bbagen.2016.10.020,46.154305
445,10.1158/1078-0432.ccr-05-2198,"Ranson, M, Middleton, MR, Bridgewater, J, et al. Lomeguatrib, a potent inhibitor of O6-alkylguanine-DNA-alkyltransferase: phase I safety, pharmacodynamic, and pharmacokinetic trial and evaluation in combination with temozolomide in patients with advanced solid tumors. Clin Cancer Res 2006; 12: 1577–84. PMID: 16533784",10.1158/1078-0432.ccr-05-2198,10.1158/1078-0432.ccr-05-2198,10.1158/1078-0432.ccr-05-2198,70.42175
446,10.1002/smll.201102284,"Colombo, M, Mazzucchelli, S, Montenegro, JM, et al. Protein oriented ligation on nanoparticles exploiting O6-alkylguanine-DNA transferase (SNAP) genetically encoded fusion. Small 2012; 8: 1492–7. PMID: 22431243",10.1002/smll.201102284,10.1002/smll.201102284,10.1002/smll.201102284,59.37611999999999
447,,"Song, X, Wang, C, Han, Z, et al. Terminal alkyne substituted O6-benzylguanine for versatile and effective syntheses of fluorescent labels to genetically encoded SNAP-tags. RSC Adv 2015; 5: 23646–9.",10.1039/c4ra17072e,10.1039/c4ra17072e,10.1039/c4ra17072e,68.86601999999999
448,10.1002/prot.24548,"Ferraris, DM, Spallek, R, Oehlmann, W, et al. Structure of Thermococcus litoralis Δ 1‐pyrroline‐2‐carboxylate reductase in complex with NADH and L‐proline. Proteins 2014; 82: 2268–74. PMID: 24615888",10.2210/pdb6t3e/pdb,10.2210/pdb6t3e/pdb,10.2210/pdb6t3e/pdb,47.237583
449,10.1016/j.ab.2004.05.058,"Huber, W, Perspicace, S, Kohler, J, et al. SPR-based interaction studies with small molecular weight ligands using hAGT fusion proteins. Anal Biochem 2004; 333: 280–8. PMID: 15450803",10.1016/j.ab.2004.05.058,10.1016/j.ab.2004.05.058,10.1016/j.ab.2004.05.058,53.01922
450,10.1021/acs.bioconjchem.6b00315,"Niesen, J, Sack, M, Seidel, M, et al. SNAP-Tag technology: a useful tool to determine affinity constants and other functional parameters of novel antibody fragments. Bioconjug Chem 2016; 27: 1931–41. PMID: 27391930",10.1021/acs.bioconjchem.6b00315,10.1021/acs.bioconjchem.6b00315,10.1021/acs.bioconjchem.6b00315,54.19218000000001
451,10.1016/j.bpj.2010.08.012,"Testa, I, Wurm, CA, Medda, R, et al. Multicolor fluorescence nanoscopy in fixed and living cells by exciting conventional fluorophores with a single wavelength. Biophys J 2010; 99: 2686–94. PMID: 20959110",10.1016/j.bpj.2010.08.012,10.1016/j.bpj.2010.08.012,10.1016/j.bpj.2010.08.012,49.358222999999995
452,,"Miggiano, R, Valenti, A, Rossi, F, et al. Every OGT is illuminated … by fluorescent and synchrotron lights. Int J Mol Sci 2017; 18: 2613–31.",10.3390/ijms18122613,10.3390/ijms18122613,10.3390/ijms18122613,49.703247
453,10.1038/ncomms15352,"Zweerink, S, Kallnik, V, Ninck, S, et al. Activity-based protein profiling as a robust method for enzyme identification and screening in extremophilic Archaea. Nat Commun 2017; 8: 15352. PMID: 28480883",10.1038/ncomms15352,10.1038/ncomms15352,10.1038/ncomms15352,47.34195
